Phone Number,cluster,Recommended_Plan_1,Plan_1_ID,Plan_1_Cluster,Plan_1_Price,Plan_1_Score,Plan_1_Coverage,Plan_1_Utilization,Plan_1_Price_Score,Plan_1_Cluster_Score,Plan_1_Overage_Penalty,Plan_1_Fully_Covered,Recommended_Plan_2,Plan_2_ID,Plan_2_Cluster,Plan_2_Price,Plan_2_Score,Plan_2_Coverage,Plan_2_Utilization,Plan_2_Price_Score,Plan_2_Cluster_Score,Plan_2_Overage_Penalty,Plan_2_Fully_Covered,Recommended_Plan_3,Plan_3_ID,Plan_3_Cluster,Plan_3_Price,Plan_3_Score,Plan_3_Coverage,Plan_3_Utilization,Plan_3_Price_Score,Plan_3_Cluster_Score,Plan_3_Overage_Penalty,Plan_3_Fully_Covered
787-8887,2,EM Premium,C3-P10,2,66.66,0.8915,1.0,0.8529,0.4986,1,0.1119,True,EM Max,C3-P11,2,70.2,0.8749,1.0,0.8045,0.4735,1,0.1676,True,EM Ultra,C3-P12,2,73.74,0.86,1.0,0.7648,0.4508,1,0.2233,True
787-8898,2,EM Ultra,C3-P12,2,73.74,0.8609,1.0,0.7962,0.4508,1,0.2618,True,EM Supreme,C3-P13,2,77.28,0.8518,1.0,0.7649,0.4301,1,0.2742,True,EM Starter,C3-P1,2,51.09,0.7976,0.8402,0.99,0.6506,1,0.0052,False
787-8955,2,EM Max,C3-P11,2,70.2,0.879,1.0,0.8068,0.4735,1,0.1305,True,EM Ultra,C3-P12,2,73.74,0.8643,1.0,0.7621,0.4508,1,0.1762,True,EM Supreme,C3-P13,2,77.28,0.851,1.0,0.7248,0.4301,1,0.222,True
787-9555,2,EM Max,C3-P11,2,70.2,0.9002,1.0,0.9012,0.4735,1,0.0598,True,EM Ultra,C3-P12,2,73.74,0.8852,1.0,0.851,0.4508,1,0.1003,True,EM Supreme,C3-P13,2,77.28,0.8718,1.0,0.8091,0.4301,1,0.1408,True
787-9565,2,EM Pro,C3-P8,2,63.42,0.9002,1.0,0.8663,0.5241,1,0.0833,True,EM Elite,C3-P9,2,65.79,0.886,1.0,0.8216,0.5052,1,0.1308,True,EM Premium,C3-P10,2,66.66,0.8834,1.0,0.8147,0.4986,1,0.1363,True
787-9575,2,EM Pro,C3-P8,2,63.42,0.9213,1.0,0.9641,0.5241,1,0.0193,True,EM Elite,C3-P9,2,65.79,0.906,1.0,0.9052,0.5052,1,0.0553,True,EM Premium,C3-P10,2,66.66,0.9033,1.0,0.8969,0.4986,1,0.0599,True
787-9579,0,HH Advance,C1-P7,0,58.5,0.9015,1.0,0.8479,0.5682,1,0.1096,True,HH Starter,C1-P1,0,34.69,0.8056,0.7208,0.9788,0.9582,1,0.0116,False,HH Basic,C1-P2,0,39.29,0.8104,0.7928,0.9788,0.846,1,0.0116,False
787-9589,2,EM Max,C3-P11,2,70.2,0.855,1.0,0.7555,0.4735,1,0.2937,True,EM Ultra,C3-P12,2,73.74,0.8452,1.0,0.7225,0.4508,1,0.3077,True,EM Supreme,C3-P13,2,77.28,0.8364,1.0,0.6937,0.4301,1,0.3217,True
787-9657,2,EM Max,C3-P11,2,70.2,0.9011,1.0,0.9055,0.4735,1,0.0577,True,EM Ultra,C3-P12,2,73.74,0.8861,1.0,0.8553,0.4508,1,0.0982,True,EM Supreme,C3-P13,2,77.28,0.8726,1.0,0.8133,0.4301,1,0.1387,True
787-9697,2,EM Elite,C3-P9,2,65.79,0.8965,1.0,0.86,0.5052,1,0.0833,True,EM Premium,C3-P10,2,66.66,0.8938,1.0,0.8522,0.4986,1,0.0882,True,EM Max,C3-P11,2,70.2,0.8771,1.0,0.7966,0.4735,1,0.1339,True
787-9699,2,EM Max,C3-P11,2,70.2,0.8988,1.0,0.8923,0.4735,1,0.061,True,EM Ultra,C3-P12,2,73.74,0.8837,1.0,0.8401,0.4508,1,0.0993,True,EM Supreme,C3-P13,2,77.28,0.8703,1.0,0.7967,0.4301,1,0.1376,True
787-9755,2,EM Pro,C3-P8,2,63.42,0.8898,1.0,0.8397,0.5241,1,0.1479,True,EM Elite,C3-P9,2,65.79,0.8751,1.0,0.8065,0.5052,1,0.2164,True,EM Premium,C3-P10,2,66.66,0.8724,1.0,0.7984,0.4986,1,0.2211,True
787-9756,2,EM Max,C3-P11,2,70.2,0.8383,1.0,0.6718,0.4735,1,0.3347,True,EM Ultra,C3-P12,2,73.74,0.8293,1.0,0.6445,0.4508,1,0.35,True,EM Supreme,C3-P13,2,77.28,0.821,1.0,0.6203,0.4301,1,0.3653,True
787-9767,2,EM Pro,C3-P8,2,63.42,0.9016,1.0,0.8733,0.5241,1,0.08,True,EM Elite,C3-P9,2,65.79,0.8873,1.0,0.8283,0.5052,1,0.1275,True,EM Premium,C3-P10,2,66.66,0.8846,1.0,0.8206,0.4986,1,0.1325,True
787-9769,2,EM Premium,C3-P10,2,66.66,0.9054,1.0,0.9079,0.4986,1,0.0557,True,EM Max,C3-P11,2,70.2,0.8886,1.0,0.8508,0.4735,1,0.1004,True,EM Ultra,C3-P12,2,73.74,0.8738,1.0,0.8047,0.4508,1,0.1452,True
787-9775,2,EM Max,C3-P11,2,70.2,0.9082,1.0,0.9388,0.4735,1,0.0366,True,EM Ultra,C3-P12,2,73.74,0.893,1.0,0.8862,0.4508,1,0.0751,True,EM Supreme,C3-P13,2,77.28,0.8795,1.0,0.8423,0.4301,1,0.1137,True
787-9777,2,EM Starter,C3-P1,2,51.09,0.8007,0.8539,0.985,0.6506,1,0.008,False,EM Basic,C3-P2,2,51.74,0.802,0.8624,0.985,0.6424,1,0.008,False,EM Standard,C3-P3,2,54.3,0.8072,0.8948,0.985,0.6122,1,0.008,False
787-9779,2,EM Max,C3-P11,2,70.2,0.8825,1.0,0.8225,0.4735,1,0.1194,True,EM Ultra,C3-P12,2,73.74,0.8677,1.0,0.7775,0.4508,1,0.1649,True,EM Supreme,C3-P13,2,77.28,0.8544,1.0,0.7397,0.4301,1,0.2105,True
787-9786,2,EM Pro,C3-P8,2,63.42,0.8827,1.0,0.8094,0.5241,1,0.1734,True,EM Elite,C3-P9,2,65.79,0.868,1.0,0.778,0.5052,1,0.2451,True,EM Premium,C3-P10,2,66.66,0.8654,1.0,0.7706,0.4986,1,0.2503,True
787-9787,2,EM Max,C3-P11,2,70.2,0.8555,1.0,0.7577,0.4735,1,0.2915,True,EM Ultra,C3-P12,2,73.74,0.8458,1.0,0.7246,0.4508,1,0.3054,True,EM Supreme,C3-P13,2,77.28,0.8369,1.0,0.6957,0.4301,1,0.3193,True
787-9789,2,EM Premium,C3-P10,2,66.66,0.8761,1.0,0.8253,0.4986,1,0.2249,True,EM Max,C3-P11,2,70.2,0.8617,1.0,0.7856,0.4735,1,0.2716,True,EM Ultra,C3-P12,2,73.74,0.8519,1.0,0.7518,0.4508,1,0.2848,True
787-9796,2,EM Max,C3-P11,2,70.2,0.8495,1.0,0.7285,0.4735,1,0.3081,True,EM Ultra,C3-P12,2,73.74,0.8399,1.0,0.6972,0.4508,1,0.3226,True,EM Supreme,C3-P13,2,77.28,0.8313,1.0,0.6698,0.4301,1,0.337,True
787-9797,2,EM Ultra,C3-P12,2,73.74,0.8548,1.0,0.7707,0.4508,1,0.2838,True,EM Supreme,C3-P13,2,77.28,0.8457,1.0,0.7391,0.4301,1,0.297,True,EM Starter,C3-P1,2,51.09,0.802,0.8481,1.0,0.6506,1,0.0,False
787-9799,2,EM Max,C3-P11,2,70.2,0.8766,1.0,0.8125,0.4735,1,0.163,True,EM Ultra,C3-P12,2,73.74,0.8616,1.0,0.7726,0.4508,1,0.2187,True,EM Supreme,C3-P13,2,77.28,0.8479,1.0,0.7385,0.4301,1,0.2744,True
787-9855,2,EM Elite,C3-P9,2,65.79,0.8797,1.0,0.8289,0.5052,1,0.2037,True,EM Premium,C3-P10,2,66.66,0.877,1.0,0.8205,0.4986,1,0.2083,True,EM Max,C3-P11,2,70.2,0.8603,1.0,0.7801,0.4735,1,0.2779,True
787-9859,2,EM Ultra,C3-P12,2,73.74,0.8507,1.0,0.754,0.4508,1,0.2998,True,EM Supreme,C3-P13,2,77.28,0.8416,1.0,0.7229,0.4301,1,0.3135,True,EM Starter,C3-P1,2,51.09,0.808,0.8689,0.9989,0.6506,1,0.0005,False
787-9867,2,EM Starter,C3-P1,2,51.09,0.7766,0.7718,0.9875,0.6506,1,0.0066,False,EM Basic,C3-P2,2,51.74,0.7775,0.7789,0.9875,0.6424,1,0.0066,False,EM Standard,C3-P3,2,54.3,0.7736,0.7938,0.9692,0.6122,1,0.0175,False
787-9869,2,EM Premium,C3-P10,2,66.66,0.8702,1.0,0.7934,0.4986,1,0.2359,True,EM Max,C3-P11,2,70.2,0.8549,1.0,0.7544,0.4735,1,0.2923,True,EM Ultra,C3-P12,2,73.74,0.8452,1.0,0.7214,0.4508,1,0.3063,True
787-9876,2,EM Value,C3-P4,2,56.34,0.9246,1.0,0.9323,0.59,1,0.0375,True,EM Plus,C3-P5,2,57.21,0.9213,1.0,0.923,0.581,1,0.0426,True,EM Select,C3-P6,2,59.58,0.8978,1.0,0.8377,0.5579,1,0.1157,True
787-9885,2,EM Pro,C3-P8,2,63.42,0.8891,1.0,0.8423,0.5241,1,0.1589,True,EM Elite,C3-P9,2,65.79,0.8742,1.0,0.8104,0.5052,1,0.2314,True,EM Premium,C3-P10,2,66.66,0.8715,1.0,0.8022,0.4986,1,0.2361,True
787-9899,2,EM Elite,C3-P9,2,65.79,0.9021,1.0,0.886,0.5052,1,0.0661,True,EM Premium,C3-P10,2,66.66,0.8995,1.0,0.8791,0.4986,1,0.0717,True,EM Max,C3-P11,2,70.2,0.8826,1.0,0.8204,0.4735,1,0.1149,True
787-9959,2,EM Elite,C3-P9,2,65.79,0.8998,1.0,0.8754,0.5052,1,0.0728,True,EM Premium,C3-P10,2,66.66,0.8972,1.0,0.8679,0.4986,1,0.0779,True,EM Max,C3-P11,2,70.2,0.8803,1.0,0.8088,0.4735,1,0.1207,True
787-9977,2,EM Max,C3-P11,2,70.2,0.8977,1.0,0.8928,0.4735,1,0.0721,True,EM Ultra,C3-P12,2,73.74,0.8828,1.0,0.845,0.4508,1,0.1155,True,EM Supreme,C3-P13,2,77.28,0.8694,1.0,0.8048,0.4301,1,0.1588,True
787-9979,2,EM Elite,C3-P9,2,65.79,0.8879,1.0,0.8217,0.5052,1,0.1111,True,EM Premium,C3-P10,2,66.66,0.8853,1.0,0.8143,0.4986,1,0.1164,True,EM Max,C3-P11,2,70.2,0.8686,1.0,0.7578,0.4735,1,0.1611,True
787-9996,2,EM Pro,C3-P8,2,63.42,0.8847,1.0,0.8248,0.5241,1,0.1768,True,EM Elite,C3-P9,2,65.79,0.8697,1.0,0.7939,0.5052,1,0.2522,True,EM Premium,C3-P10,2,66.66,0.867,1.0,0.7858,0.4986,1,0.2569,True
787-9998,2,EM Max,C3-P11,2,70.2,0.8959,1.0,0.8815,0.4735,1,0.0732,True,EM Ultra,C3-P12,2,73.74,0.881,1.0,0.8325,0.4508,1,0.1147,True,EM Supreme,C3-P13,2,77.28,0.8676,1.0,0.7916,0.4301,1,0.1563,True
788-5558,2,EM Max,C3-P11,2,70.2,0.8877,1.0,0.8455,0.4735,1,0.1017,True,EM Ultra,C3-P12,2,73.74,0.8729,1.0,0.7993,0.4508,1,0.146,True,EM Supreme,C3-P13,2,77.28,0.8596,1.0,0.7605,0.4301,1,0.1903,True
788-5586,2,EM Pro,C3-P8,2,63.42,0.8808,1.0,0.8149,0.5241,1,0.2001,True,EM Elite,C3-P9,2,65.79,0.8661,1.0,0.7858,0.5052,1,0.275,True,EM Premium,C3-P10,2,66.66,0.8635,1.0,0.7777,0.4986,1,0.2798,True
788-5596,2,EM Starter,C3-P1,2,51.09,0.8121,0.9036,0.9681,0.6506,1,0.0177,False,EM Basic,C3-P2,2,51.74,0.8089,0.9036,0.9583,0.6424,1,0.023,False,EM Standard,C3-P3,2,54.3,0.8099,0.9285,0.9492,0.6122,1,0.0283,False
788-5598,2,EM Elite,C3-P9,2,65.79,0.8984,1.0,0.8696,0.5052,1,0.0784,True,EM Premium,C3-P10,2,66.66,0.8958,1.0,0.8625,0.4986,1,0.0838,True,EM Max,C3-P11,2,70.2,0.8789,1.0,0.8044,0.4735,1,0.1274,True
788-5667,2,EM Elite,C3-P9,2,65.79,0.9065,1.0,0.9071,0.5052,1,0.0538,True,EM Premium,C3-P10,2,66.66,0.9039,1.0,0.9001,0.4986,1,0.0593,True,EM Max,C3-P11,2,70.2,0.8869,1.0,0.8397,0.4735,1,0.1012,True
788-5688,2,EM Premium,C3-P10,2,66.66,0.9158,1.0,0.9561,0.4986,1,0.0241,True,EM Max,C3-P11,2,70.2,0.8987,1.0,0.8949,0.4735,1,0.0657,True,EM Ultra,C3-P12,2,73.74,0.8837,1.0,0.8457,0.4508,1,0.1073,True
788-5758,2,EM Max,C3-P11,2,70.2,0.8959,1.0,0.8805,0.4735,1,0.0725,True,EM Ultra,C3-P12,2,73.74,0.8807,1.0,0.8277,0.4508,1,0.1105,True,EM Supreme,C3-P13,2,77.28,0.8673,1.0,0.7841,0.4301,1,0.1484,True
788-5785,2,EM Starter,C3-P1,2,51.09,0.7967,0.837,0.99,0.6506,1,0.0052,False,EM Basic,C3-P2,2,51.74,0.798,0.8456,0.99,0.6424,1,0.0052,False,EM Standard,C3-P3,2,54.3,0.8035,0.8789,0.99,0.6122,1,0.0052,False
788-5858,2,EM Max,C3-P11,2,70.2,0.8594,1.0,0.7745,0.4735,1,0.2781,True,EM Ultra,C3-P12,2,73.74,0.8496,1.0,0.7412,0.4508,1,0.2916,True,EM Supreme,C3-P13,2,77.28,0.8408,1.0,0.712,0.4301,1,0.305,True
788-5877,2,EM Max,C3-P11,2,70.2,0.8591,1.0,0.7744,0.4735,1,0.2805,True,EM Ultra,C3-P12,2,73.74,0.8493,1.0,0.7406,0.4508,1,0.294,True,EM Supreme,C3-P13,2,77.28,0.8404,1.0,0.7111,0.4301,1,0.3076,True
788-5959,0,HH Starter,C1-P1,0,34.69,0.7985,0.6909,0.9875,0.9582,1,0.0066,False,HH Basic,C1-P2,0,39.29,0.8021,0.7593,0.9875,0.846,1,0.0066,False,HH Standard,C1-P3,0,42.72,0.8066,0.8079,0.9875,0.7781,1,0.0066,False
788-5985,2,EM Max,C3-P11,2,70.2,0.8686,1.0,0.807,0.4735,1,0.2349,True,EM Ultra,C3-P12,2,73.74,0.855,1.0,0.7708,0.4508,1,0.2821,True,EM Supreme,C3-P13,2,77.28,0.8459,1.0,0.7394,0.4301,1,0.2952,True
788-6557,2,EM Max,C3-P11,2,70.2,0.8584,1.0,0.7714,0.4735,1,0.2835,True,EM Ultra,C3-P12,2,73.74,0.8486,1.0,0.7379,0.4508,1,0.2972,True,EM Supreme,C3-P13,2,77.28,0.8397,1.0,0.7086,0.4301,1,0.3108,True
788-6577,2,EM Starter,C3-P1,2,51.09,0.8074,0.8882,0.9676,0.6506,1,0.0177,False,EM Basic,C3-P2,2,51.74,0.809,0.8977,0.9676,0.6424,1,0.0177,False,EM Standard,C3-P3,2,54.3,0.8056,0.9141,0.9489,0.6122,1,0.0284,False
788-6579,2,EM Ultra,C3-P12,2,73.74,0.8462,1.0,0.725,0.4508,1,0.3016,True,EM Supreme,C3-P13,2,77.28,0.8375,1.0,0.6966,0.4301,1,0.3153,True,EM Starter,C3-P1,2,51.09,0.8102,0.9024,0.9612,0.6506,1,0.0229,False
788-6658,0,HH Starter,C1-P1,0,34.69,0.792,0.6869,0.9625,0.9582,1,0.0221,False,HH Basic,C1-P2,0,39.29,0.795,0.7531,0.9625,0.846,1,0.0221,False,HH Standard,C1-P3,0,42.72,0.7987,0.7995,0.9625,0.7781,1,0.0221,False
788-6677,2,EM Value,C3-P4,2,56.34,0.9331,1.0,0.9731,0.59,1,0.0141,True,EM Plus,C3-P5,2,57.21,0.9298,1.0,0.9641,0.581,1,0.0194,True,EM Select,C3-P6,2,59.58,0.9061,1.0,0.8757,0.5579,1,0.0899,True
788-6679,2,EM Value,C3-P4,2,56.34,0.9326,1.0,0.9711,0.59,1,0.0153,True,EM Plus,C3-P5,2,57.21,0.9294,1.0,0.9621,0.581,1,0.0206,True,EM Select,C3-P6,2,59.58,0.9057,1.0,0.8745,0.5579,1,0.0917,True
788-6755,2,EM Elite,C3-P9,2,65.79,0.9059,1.0,0.9051,0.5052,1,0.0563,True,EM Premium,C3-P10,2,66.66,0.9032,1.0,0.8971,0.4986,1,0.0611,True,EM Max,C3-P11,2,70.2,0.8863,1.0,0.8372,0.4735,1,0.1034,True
788-6795,2,EM Elite,C3-P9,2,65.79,0.8679,1.0,0.7846,0.5052,1,0.2559,True,EM Premium,C3-P10,2,66.66,0.8652,1.0,0.7762,0.4986,1,0.2605,True,EM Max,C3-P11,2,70.2,0.8519,1.0,0.7385,0.4735,1,0.2985,True
788-6856,2,EM Max,C3-P11,2,70.2,0.8607,1.0,0.7672,0.4735,1,0.2538,True,EM Ultra,C3-P12,2,73.74,0.8466,1.0,0.7322,0.4508,1,0.308,True,EM Supreme,C3-P13,2,77.28,0.8376,1.0,0.7018,0.4301,1,0.3219,True
788-6879,2,EM Pro,C3-P8,2,63.42,0.888,1.0,0.8448,0.5241,1,0.1736,True,EM Elite,C3-P9,2,65.79,0.8728,1.0,0.8146,0.5052,1,0.2514,True,EM Premium,C3-P10,2,66.66,0.8702,1.0,0.8064,0.4986,1,0.2561,True
788-6977,2,EM Premium,C3-P10,2,66.66,0.9028,1.0,0.8942,0.4986,1,0.061,True,EM Max,C3-P11,2,70.2,0.886,1.0,0.8365,0.4735,1,0.1051,True,EM Ultra,C3-P12,2,73.74,0.8712,1.0,0.7903,0.4508,1,0.1492,True
788-6979,2,EM Starter,C3-P1,2,51.09,0.7578,0.7008,1.0,0.6506,1,0.0,False,EM Basic,C3-P2,2,51.74,0.7592,0.7094,1.0,0.6424,1,0.0,False,EM Standard,C3-P3,2,54.3,0.7647,0.7428,1.0,0.6122,1,0.0,False
788-6997,2,EM Premium,C3-P10,2,66.66,0.8669,1.0,0.7779,0.4986,1,0.2458,True,EM Max,C3-P11,2,70.2,0.8517,1.0,0.7394,0.4735,1,0.3026,True,EM Ultra,C3-P12,2,73.74,0.842,1.0,0.7069,0.4508,1,0.3168,True
788-6999,2,EM Pro,C3-P8,2,63.42,0.8865,1.0,0.8328,0.5241,1,0.1702,True,EM Elite,C3-P9,2,65.79,0.8716,1.0,0.8016,0.5052,1,0.2447,True,EM Premium,C3-P10,2,66.66,0.8689,1.0,0.7933,0.4986,1,0.2493,True
788-7558,2,EM Max,C3-P11,2,70.2,0.8925,1.0,0.8662,0.4735,1,0.0847,True,EM Ultra,C3-P12,2,73.74,0.8776,1.0,0.8185,0.4508,1,0.1275,True,EM Supreme,C3-P13,2,77.28,0.8643,1.0,0.7785,0.4301,1,0.1703,True
788-7567,2,EM Ultra,C3-P12,2,73.74,0.8487,1.0,0.7386,0.4508,1,0.297,True,EM Supreme,C3-P13,2,77.28,0.8398,1.0,0.7091,0.4301,1,0.3106,True,EM Starter,C3-P1,2,51.09,0.8137,0.8954,0.9875,0.6506,1,0.0066,False
788-7569,2,EM Max,C3-P11,2,70.2,0.8487,1.0,0.7269,0.4735,1,0.3133,True,EM Ultra,C3-P12,2,73.74,0.839,1.0,0.6946,0.4508,1,0.3279,True,EM Supreme,C3-P13,2,77.28,0.8302,1.0,0.6664,0.4301,1,0.3425,True
788-7577,2,EM Advance,C3-P7,2,60.75,0.9035,1.0,0.875,0.5472,1,0.0981,True,EM Pro,C3-P8,2,63.42,0.8841,1.0,0.8214,0.5241,1,0.1776,True,EM Elite,C3-P9,2,65.79,0.8691,1.0,0.7903,0.5052,1,0.2525,True
788-7598,0,HH Starter,C1-P1,0,34.69,0.7961,0.6978,0.9662,0.9582,1,0.0195,False,HH Basic,C1-P2,0,39.29,0.7998,0.7664,0.9662,0.846,1,0.0195,False,HH Standard,C1-P3,0,42.72,0.8041,0.8147,0.9662,0.7781,1,0.0195,False
788-7659,0,HH Starter,C1-P1,0,34.69,0.7638,0.5667,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7678,0.6363,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.7724,0.6857,1.0,0.7781,1,0.0,False
788-7755,2,EM Elite,C3-P9,2,65.79,0.9086,1.0,0.9175,0.5052,1,0.0479,True,EM Premium,C3-P10,2,66.66,0.906,1.0,0.9105,0.4986,1,0.0534,True,EM Max,C3-P11,2,70.2,0.889,1.0,0.8498,0.4735,1,0.0951,True
788-7757,2,EM Max,C3-P11,2,70.2,0.8975,1.0,0.889,0.4735,1,0.0685,True,EM Ultra,C3-P12,2,73.74,0.8826,1.0,0.8395,0.4508,1,0.1097,True,EM Supreme,C3-P13,2,77.28,0.8692,1.0,0.7982,0.4301,1,0.1509,True
788-7759,2,EM Elite,C3-P9,2,65.79,0.9065,1.0,0.9082,0.5052,1,0.0555,True,EM Premium,C3-P10,2,66.66,0.9037,1.0,0.8996,0.4986,1,0.06,True,EM Max,C3-P11,2,70.2,0.8869,1.0,0.8427,0.4735,1,0.1049,True
788-7767,2,EM Supreme,C3-P13,2,77.28,0.8629,1.0,0.7772,0.4301,1,0.1818,True,EM Starter,C3-P1,2,51.09,0.7721,0.7599,0.9832,0.6506,1,0.009,False,EM Basic,C3-P2,2,51.74,0.7735,0.7685,0.9832,0.6424,1,0.009,False
788-7777,2,EM Starter,C3-P1,2,51.09,0.9347,1.0,0.9376,0.6506,1,0.0356,True,EM Basic,C3-P2,2,51.74,0.9314,1.0,0.9278,0.6424,1,0.041,True,EM Standard,C3-P3,2,54.3,0.9191,1.0,0.8904,0.6122,1,0.0629,True
788-7786,2,EM Max,C3-P11,2,70.2,0.8962,1.0,0.8849,0.4735,1,0.0759,True,EM Ultra,C3-P12,2,73.74,0.8813,1.0,0.8372,0.4508,1,0.1191,True,EM Supreme,C3-P13,2,77.28,0.8678,1.0,0.7971,0.4301,1,0.1624,True
788-7787,1,MB Starter,C2-P1,1,33.24,0.8064,0.7018,0.98,1.0,1,0.0109,False,MB Basic,C2-P2,1,37.32,0.8082,0.7623,0.98,0.8907,1,0.0109,False,MB Standard,C2-P3,1,42.9,0.7907,0.8228,0.9033,0.7748,1,0.0788,False
788-7789,1,MB Starter,C2-P1,1,33.24,0.8062,0.7009,0.98,1.0,1,0.0109,False,MB Basic,C2-P2,1,37.32,0.8079,0.7613,0.98,0.8907,1,0.0109,False,MB Standard,C2-P3,1,42.9,0.7903,0.8216,0.9033,0.7748,1,0.0788,False
788-7795,2,EM Pro,C3-P8,2,63.42,0.8814,1.0,0.8057,0.5241,1,0.181,True,EM Elite,C3-P9,2,65.79,0.8666,1.0,0.7751,0.5052,1,0.2546,True,EM Premium,C3-P10,2,66.66,0.864,1.0,0.7679,0.4986,1,0.26,True
788-7799,2,EM Plus,C3-P5,2,57.21,0.9252,1.0,0.9417,0.581,1,0.0324,True,EM Select,C3-P6,2,59.58,0.9017,1.0,0.8593,0.5579,1,0.1083,True,EM Advance,C3-P7,2,60.75,0.8966,1.0,0.8423,0.5472,1,0.1181,True
788-7876,0,HH Starter,C1-P1,0,34.69,0.7579,0.5473,1.0,0.9582,1,0.0,False,HH Basic,C1-P2,0,39.29,0.7604,0.6117,1.0,0.846,1,0.0,False,HH Standard,C1-P3,0,42.72,0.764,0.6576,1.0,0.7781,1,0.0,False
788-7896,2,EM Elite,C3-P9,2,65.79,0.9017,1.0,0.8853,0.5052,1,0.0684,True,EM Premium,C3-P10,2,66.66,0.8991,1.0,0.878,0.4986,1,0.0736,True,EM Max,C3-P11,2,70.2,0.8822,1.0,0.819,0.4735,1,0.1166,True
788-7969,2,EM Max,C3-P11,2,70.2,0.8844,1.0,0.8324,0.4735,1,0.1144,True,EM Ultra,C3-P12,2,73.74,0.8697,1.0,0.7869,0.4508,1,0.1596,True,EM Supreme,C3-P13,2,77.28,0.8564,1.0,0.7488,0.4301,1,0.2048,True
788-7977,2,EM Pro,C3-P8,2,63.42,0.8851,1.0,0.8246,0.5241,1,0.1721,True,EM Elite,C3-P9,2,65.79,0.8702,1.0,0.7936,0.5052,1,0.2461,True,EM Premium,C3-P10,2,66.66,0.8676,1.0,0.7857,0.4986,1,0.2509,True
788-7978,2,EM Max,C3-P11,2,70.2,0.8825,1.0,0.823,0.4735,1,0.1198,True,EM Ultra,C3-P12,2,73.74,0.8678,1.0,0.7778,0.4508,1,0.1652,True,EM Supreme,C3-P13,2,77.28,0.8544,1.0,0.74,0.4301,1,0.2106,True
788-7979,1,MB Starter,C2-P1,1,33.24,0.7665,0.5551,1.0,1.0,1,0.0,False,MB Basic,C2-P2,1,37.32,0.7677,0.6135,1.0,0.8907,1,0.0,False,MB Standard,C2-P3,1,42.9,0.7862,0.7333,1.0,0.7748,1,0.0,False
788-7986,2,EM Pro,C3-P8,2,63.42,0.9128,1.0,0.9255,0.5241,1,0.0469,True,EM Elite,C3-P9,2,65.79,0.8983,1.0,0.8788,0.5052,1,0.0928,True,EM Premium,C3-P10,2,66.66,0.8957,1.0,0.8707,0.4986,1,0.0975,True
788-7998,2,EM Max,C3-P11,2,70.2,0.8921,1.0,0.8666,0.4735,1,0.0894,True,EM Ultra,C3-P12,2,73.74,0.8772,1.0,0.82,0.4508,1,0.1338,True,EM Supreme,C3-P13,2,77.28,0.8638,1.0,0.7809,0.4301,1,0.1782,True
788-8585,2,EM Max,C3-P11,2,70.2,0.9027,1.0,0.9135,0.4735,1,0.0533,True,EM Ultra,C3-P12,2,73.74,0.8873,1.0,0.8575,0.4508,1,0.0891,True,EM Supreme,C3-P13,2,77.28,0.8737,1.0,0.8114,0.4301,1,0.1249,True
788-8587,2,EM Pro,C3-P8,2,63.42,0.8882,1.0,0.8339,0.5241,1,0.1554,True,EM Elite,C3-P9,2,65.79,0.8735,1.0,0.802,0.5052,1,0.2257,True,EM Premium,C3-P10,2,66.66,0.8709,1.0,0.7946,0.4986,1,0.2309,True
788-8678,2,EM Max,C3-P11,2,70.2,0.8615,1.0,0.7826,0.4735,1,0.2692,True,EM Ultra,C3-P12,2,73.74,0.8518,1.0,0.7498,0.4508,1,0.2824,True,EM Supreme,C3-P13,2,77.28,0.8431,1.0,0.7209,0.4301,1,0.2955,True
788-8755,2,EM Max,C3-P11,2,70.2,0.8639,1.0,0.7978,0.4735,1,0.2684,True,EM Ultra,C3-P12,2,73.74,0.8539,1.0,0.763,0.4508,1,0.2815,True,EM Supreme,C3-P13,2,77.28,0.8449,1.0,0.7325,0.4301,1,0.2946,True
788-8757,2,EM Max,C3-P11,2,70.2,0.8969,1.0,0.8835,0.4735,1,0.0668,True,EM Ultra,C3-P12,2,73.74,0.8818,1.0,0.8309,0.4508,1,0.1048,True,EM Supreme,C3-P13,2,77.28,0.8683,1.0,0.7873,0.4301,1,0.1428,True
788-8797,2,EM Starter,C3-P1,2,51.09,0.81,0.8746,1.0,0.6506,1,0.0,False,EM Basic,C3-P2,2,51.74,0.8111,0.8824,1.0,0.6424,1,0.0,False,EM Standard,C3-P3,2,54.3,0.8161,0.9162,0.9973,0.6122,1,0.0014,False
788-8897,2,EM Starter,C3-P1,2,51.09,0.795,0.853,0.9586,0.6506,1,0.0229,False,EM Basic,C3-P2,2,51.74,0.7918,0.853,0.9491,0.6424,1,0.0284,False,EM Standard,C3-P3,2,54.3,0.788,0.8685,0.9311,0.6122,1,0.0401,False
788-8899,2,EM Max,C3-P11,2,70.2,0.8708,1.0,0.7724,0.4735,1,0.1608,True,EM Ultra,C3-P12,2,73.74,0.8562,1.0,0.7288,0.4508,1,0.2075,True,EM Supreme,C3-P13,2,77.28,0.843,1.0,0.6925,0.4301,1,0.2543,True
